0,1,2,3,4,5,6,7,8,9,10,11
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.99999934,0.00019891562,0.0011217124,1.288828,-0.00019857298,0.99999994,-0.00030556752,-0.0060272096,-0.0011217732,0.00030534455,0.9999993,0.017386038
0.99999917,0.0001810701,0.0012793964,2.6133285,-0.00017933638,0.9999991,-0.0013550983,-0.008886217,-0.0012796406,0.0013548677,0.9999983,0.032005817
0.9999997,-0.00026107457,0.0006271423,3.9555645,0.00026243314,0.9999976,-0.0021671376,-0.004220651,-0.0006265751,0.0021673017,0.99999744,0.052115306
0.99999964,-2.2422755e-06,0.00070623134,5.2778053,3.9963343e-06,0.9999969,-0.0024837712,-0.0058544907,-0.00070622365,0.0024837735,0.9999966,0.06744753
0.99999917,0.00012324777,0.0012378666,6.610755,-0.000119970864,0.9999965,-0.0026469876,-0.0030879495,-0.0012381886,0.0026468372,0.9999957,0.08006643
0.99999714,0.0002294743,0.002365221,7.9501348,-0.00022058812,0.99999297,-0.0037566167,0.0043719495,-0.0023660664,0.0037560845,0.99999017,0.09981577
0.99999595,0.0006354495,0.0027560801,9.266178,-0.0006248931,0.99999255,-0.0038294261,0.0057363003,-0.002758493,0.0038276887,0.99998885,0.11158891
0.999999,-0.0002205068,0.0014021283,10.609114,0.00022463349,0.9999957,-0.0029437311,0.01457327,-0.0014014732,0.0029440434,0.9999947,0.12972572
0.9999995,9.5087235e-05,-0.0009026876,11.936979,-9.512107e-05,1.0,-3.7341844e-05,0.026504025,0.000902684,3.742776e-05,0.9999996,0.14375043
0.99999785,-0.0003202541,-0.0020571938,13.281232,0.00032723183,0.9999942,0.0033924547,0.030006396,0.0020560955,-0.0033931201,0.99999213,0.16416249
0.99999744,-0.00012031499,-0.002292904,14.6341915,0.00013330749,0.999984,0.0056671137,0.044612348,0.0022921856,-0.0056674043,0.9999814,0.18191746
0.99999875,0.0005111436,-0.0015305274,15.989031,-0.0005013866,0.99997973,0.006368609,0.048240997,0.0015337515,-0.0063678334,0.9999786,0.2008075
0.9999996,0.00039750757,0.00090995483,17.337822,-0.00040167826,0.9999895,0.0045877188,0.050631516,-0.00090812147,-0.0045880815,0.9999891,0.22012761
0.99999523,0.0012332,0.0028708444,18.68548,-0.0012341568,0.9999993,0.00033144327,0.04945377,-0.0028704335,-0.00033498416,0.9999959,0.2386325
0.9999993,0.00039388723,0.001159595,20.055914,-0.0003917197,0.9999983,-0.0018690687,0.050232377,-0.0011603292,0.0018686135,0.99999756,0.25852916
0.99999887,0.00088050275,-0.0012842076,21.398113,-0.0008839529,0.99999607,-0.0026882691,0.059936035,0.0012818354,0.0026894014,0.9999955,0.2707253
0.9999971,0.0010582545,-0.0021908334,22.76749,-0.001059718,0.99999934,-0.0006668139,0.062210742,0.002190126,0.0006691343,0.9999973,0.2997169
0.99999803,0.0016339708,-0.0011547791,24.1383,-0.0016319528,0.99999726,0.0017465896,0.07420009,0.0011576298,-0.0017447004,0.99999774,0.30648836
0.9999913,0.0029529377,0.0029615972,25.511566,-0.002958295,0.9999941,0.0018060162,0.083051,-0.0029562458,-0.0018147605,0.9999939,0.3213886
0.9999885,0.0025816162,0.0040719905,26.891138,-0.0025816814,0.9999968,1.064071e-05,0.08647992,-0.0040719486,-2.1152315e-05,0.9999917,0.33300835
0.99999005,0.0029064002,0.0034036878,28.265596,-0.0028944176,0.9999897,-0.0035203153,0.0920038,-0.003413883,0.0035104286,0.99998796,0.3550435
0.9999969,0.0025050587,0.00036735387,29.652016,-0.0025034905,0.9999881,-0.0042105084,0.10164217,-0.00037789645,0.0042095752,0.99999106,0.36131212
0.9999938,0.0032639727,-0.0013862031,31.04192,-0.0032696784,0.9999862,-0.0041335844,0.10343668,0.0013726924,0.00413809,0.99999046,0.38827282
0.99999,0.0034894103,-0.0028386554,32.441574,-0.0034924217,0.99999344,-0.0010563408,0.11929439,0.0028349508,0.0010662435,0.99999535,0.40054604
0.999982,0.00408509,-0.004407396,33.837593,-0.004083962,0.9999917,0.0002650303,0.12802972,0.004408442,-0.00024702598,0.99999017,0.42586654
0.9999799,0.0046197213,-0.0043629385,35.21565,-0.004615447,0.999989,0.0009893423,0.13227305,0.004367461,-0.0009691854,0.9999899,0.44488806
0.9999881,0.0038766267,-0.0030058955,36.632782,-0.0038747813,0.9999924,0.0006196765,0.134518,0.0030082755,-0.0006080217,0.9999953,0.4717901
0.9999898,0.0042239088,-0.001675052,38.015087,-0.0042207907,0.99998945,0.0018609887,0.14613366,0.0016828958,-0.0018538992,0.99999684,0.4919488
0.99999315,0.0034139596,-0.0015267767,39.428112,-0.0034072155,0.99998456,0.0043985955,0.15691411,0.0015417708,-0.0043933624,0.99998915,0.5132115
0.9999921,0.0036691658,-0.0016381725,40.837574,-0.0036576532,0.99996895,0.0069765085,0.1657383,0.0016637207,-0.00697046,0.9999743,0.53510064
0.9999901,0.004300443,-0.0012708426,42.23089,-0.0042889994,0.9999514,0.008874469,0.17220403,0.0013089463,-0.00886893,0.9999598,0.5544204
0.999993,0.0035835016,-0.0012241474,43.656548,-0.0035712167,0.9999447,0.009894591,0.18510357,0.0012595382,-0.009890148,0.9999503,0.5739649
0.9999938,0.003363919,-0.0012417107,45.066963,-0.003352656,0.9999543,0.008963906,0.18978074,0.0012718091,-0.008959686,0.99995905,0.59555775
0.99999654,0.0019748022,-0.0018854432,46.50468,-0.0019588172,0.99996257,0.008442914,0.1988218,0.0019020468,-0.008439191,0.9999626,0.6174372
0.99999744,0.0018779997,-0.001450249,47.90904,-0.0018660518,0.9999648,0.008196862,0.20281352,0.0014655929,-0.008194135,0.99996537,0.6394221
0.9999998,0.00035188778,-0.00084713154,49.348503,-0.00034487515,0.99996585,0.008264875,0.2151037,0.0008500124,-0.008264581,0.9999655,0.6600891
0.9999998,-0.0004974576,-0.0007829062,50.7752,0.0005044575,0.9999597,0.008967527,0.22895579,0.00077841524,-0.00896792,0.9999595,0.6811737
0.9999992,-0.0012324087,-0.00068823225,52.19638,0.0012386783,0.9999571,0.009186433,0.2411962,0.00067688286,-0.009187277,0.9999576,0.70123875
0.99999654,-0.0027156905,5.916967e-05,53.634968,0.0027150111,0.9999521,0.009417328,0.25587165,-8.473959e-05,-0.009417135,0.9999557,0.721872
0.99999595,-0.0028061678,0.00085654936,55.054604,0.0027991326,0.9999634,0.00810506,0.27114287,-0.0008792601,-0.00810263,0.9999669,0.7405741
0.9999911,-0.00417337,0.0009564878,56.501225,0.004167013,0.99997,0.0065529356,0.28344268,-0.0009838048,-0.0065488922,0.99997824,0.7607249
0.9999903,-0.004444686,0.0004679355,57.932327,0.0044425144,0.99998,0.0045411764,0.2983193,-0.00048810817,-0.004539054,0.99998975,0.7826205
0.99999374,-0.0035346267,0.0007317286,59.3505,0.003532025,0.99998766,0.003525055,0.31418476,-0.0007441774,-0.0035224492,0.9999936,0.8032564
0.9999925,-0.0037719093,0.0011715292,60.80153,0.003769233,0.99999046,0.0022773435,0.32628536,-0.0011801058,-0.0022729118,0.99999684,0.82420444
0.99999446,-0.0028611892,0.0018249836,62.218098,0.0028594004,0.9999956,0.0009812585,0.33791038,-0.0018277807,-0.00097603654,0.999998,0.8445683
0.99999535,-0.0027509548,0.0014590857,63.662037,0.0027524072,0.9999959,-0.0009952768,0.34982616,-0.0014563395,0.0009992856,0.9999985,0.86562103
0.99999696,-0.0024248902,0.0007236608,65.09109,0.0024261833,0.99999565,-0.0017933908,0.36037615,-0.0007193068,0.0017951383,0.9999982,0.8878399
0.999999,-0.0014986898,0.0004247503,66.50221,0.0014994286,0.99999756,-0.0017481629,0.3662527,-0.0004221273,0.0017487953,0.99999845,0.912308
0.9999995,-0.0011303556,0.00024209083,67.93259,0.0011303732,0.9999996,-7.898745e-05,0.38341874,-0.00024199951,7.925893e-05,1.0,0.93406343
0.99999946,-0.00012738991,0.0012282653,69.33671,0.0001240921,0.99999666,0.0026833601,0.39392528,-0.0012286007,-0.0026832072,0.9999957,0.9563201
0.99999714,0.00033484428,0.0024642574,70.77448,-0.00034888112,0.99998397,0.0056973076,0.4123073,-0.0024623072,-0.0056981505,0.9999808,0.9756198
0.9999945,0.0015701652,0.003009865,72.16546,-0.0015992936,0.99995196,0.0096992105,0.42389357,-0.0029944878,-0.009703969,0.99994856,0.9963045
0.9999953,0.0016114801,0.002721136,73.590836,-0.0016498292,0.9998988,0.014149497,0.43963915,-0.0026980555,-0.014153915,0.9998963,1.0142981
0.9999953,0.0023146775,0.0021528548,75.00327,-0.002351921,0.9998451,0.017460307,0.45060363,-0.0021121032,-0.017465282,0.9998453,1.0340114
0.9999929,0.003272425,0.0020092712,76.38178,-0.0033107456,0.9998071,0.019373529,0.4607301,-0.0019454825,-0.019380035,0.99981034,1.0528643
0.999992,0.0033469235,0.0023118537,77.80333,-0.0033913937,0.99980426,0.019506676,0.46753925,-0.002246111,-0.019514352,0.99980706,1.073647
0.9999916,0.003451067,0.0023220975,79.17958,-0.0034933935,0.99982345,0.018476775,0.46771643,-0.00225792,-0.018484725,0.99982655,1.0955852
0.9999944,0.0031613046,0.001315624,80.5969,-0.0031840538,0.9998391,0.017662914,0.4693727,-0.0012595722,-0.017666997,0.9998431,1.1154037
0.99999595,0.002713449,0.0011533005,81.98865,-0.002732759,0.9998505,0.017083365,0.47298384,-0.0011067711,-0.017086439,0.9998534,1.1380366
0.9999963,0.0025750767,0.0011595519,83.34395,-0.0025942994,0.99985415,0.016891293,0.4758335,-0.0011158842,-0.016894229,0.99985665,1.157311
0.9999984,0.0018016533,0.00077063247,84.75879,-0.001814405,0.9998561,0.016876511,0.48050383,-0.00074011396,-0.016877871,0.99985725,1.1813506
0.99999905,0.0012821961,0.0010036909,86.109886,-0.0012992509,0.99985176,0.017177636,0.48768392,-0.0009815149,-0.01717891,0.99985194,1.1987677
0.99999905,0.00015005085,0.0015968994,87.51475,-0.00017599552,0.999868,0.016257593,0.49422845,-0.0015942467,-0.016257847,0.99986655,1.222347
0.9999964,-0.0012122897,0.0024961352,88.89529,0.0011758114,0.9998934,0.014562765,0.49816114,-0.0025135207,-0.014559767,0.9998908,1.2429321
0.99999285,-0.0023392192,0.0030534223,90.2276,0.0023015116,0.9999219,0.012294,0.50777006,-0.0030819392,-0.012286876,0.9999197,1.2612585
0.9999903,-0.0033511803,0.002948407,91.62432,0.0033194257,0.9999373,0.0107088685,0.51676136,-0.0029841065,-0.0106989695,0.9999383,1.2812077
0.99999005,-0.0037583655,0.0025330961,92.9603,0.0037343786,0.999949,0.00940733,0.5276778,-0.00256832,-0.009397769,0.99995255,1.2998549
0.99998987,-0.004099842,0.0020086064,94.345604,0.0040830844,0.9999576,0.008275841,0.5378984,-0.0020424481,-0.00826755,0.99996376,1.3207437
0.99998933,-0.0044034137,0.0015981043,95.68384,0.004389437,0.9999532,0.008644994,0.55159426,-0.0016360943,-0.008637881,0.99996144,1.338641
0.9999901,-0.004428497,0.0008964495,97.05287,0.004420524,0.99995255,0.008706236,0.5659132,-0.0009349602,-0.008702181,0.9999618,1.3605441
0.99999094,-0.0043241847,0.00021429057,98.40959,0.0043219295,0.9999449,0.009586606,0.58079547,-0.00025573105,-0.009585586,0.9999541,1.3838127
0.9999924,-0.003974341,0.0002700969,99.7298,0.003971077,0.9999301,0.011158761,0.59791094,-0.00031442475,-0.011157596,0.9999378,1.4016385
0.9999919,-0.0038454798,0.0014599509,101.1157,0.0038280208,0.9999236,0.011777062,0.6137804,-0.0015051253,-0.011771371,0.99992967,1.4271094
0.9999888,-0.003964378,0.0027210976,102.438286,0.0039296076,0.9999123,0.012665847,0.62629837,-0.0027710681,-0.012655005,0.99991614,1.4445599
0.99999136,-0.00392046,0.0016384696,103.81182,0.0039003189,0.99991924,0.012118698,0.64204687,-0.0016858457,-0.012112196,0.99992526,1.4668751
0.999992,-0.0039994423,-0.0008688532,105.15415,0.0040100007,0.99991393,0.012514284,0.6561136,0.0008187293,-0.012517661,0.9999214,1.4867082
0.9999891,-0.0041965535,-0.002242286,106.46928,0.004223541,0.9999173,0.012170997,0.6672295,0.0021910244,-0.012180328,0.99992347,1.508168
0.9999915,-0.0040498334,-0.0012550438,107.83049,0.004062014,0.99994344,0.009862112,0.6811393,0.0012150336,-0.0098671205,0.99995065,1.5335131
0.999994,-0.0035496647,0.0005738288,109.142525,0.0035453697,0.9999673,0.0073161907,0.6898474,-0.000599778,-0.0073141092,0.9999731,1.553051
0.9999956,-0.002829061,0.0013307815,110.510086,0.002821723,0.99998134,0.005482231,0.69938815,-0.0013462635,-0.0054784496,0.9999841,1.5766935
0.9999981,-0.0021935694,0.00017579652,111.84758,0.002192698,0.9999864,0.0048015323,0.7087427,-0.00018632479,-0.004801136,0.99998844,1.5983036
0.99999696,-0.0016003735,-0.0021336908,113.15458,0.0016150104,0.9999754,0.006876868,0.71935415,0.0021226327,-0.0068802894,0.999974,1.6169409
0.99999106,-0.0006457851,-0.0043038204,114.50833,0.00068657036,0.9999552,0.009482221,0.7318538,0.0042975023,-0.0094850855,0.99994576,1.6430045
0.99998933,0.0009541545,-0.004633042,115.8119,-0.00089608855,0.9999216,0.012519277,0.744543,0.004644622,-0.012514984,0.9999109,1.6649147
0.9999937,0.0024602183,-0.002762476,117.17439,-0.0024211647,0.9998987,0.014053121,0.7539753,0.0027967691,-0.014046336,0.9998975,1.6895701
0.9999943,0.003477036,-0.0005833949,118.47836,-0.00346881,0.9999024,0.013555754,0.75715786,0.000630473,-0.013553645,0.999908,1.7108783
0.99999124,0.0043060286,4.358637e-05,119.84442,-0.004306231,0.999905,0.013118526,0.7603765,1.2908188e-05,-0.013118591,0.999914,1.7348185
0.99998707,0.0051553445,-0.00055710645,121.18555,-0.0051474627,0.99989825,0.013329118,0.7603333,0.00062576716,-0.013326069,0.99991107,1.7532629
