0,1,2,3,4,5,6,7,8,9,10,11
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.99999684,-0.00081401854,0.0023674492,1.5604357,0.0008183366,0.999998,-0.0018235337,-0.00048977975,-0.0023659603,0.0018254654,0.9999955,0.013102506
0.99999326,-0.0014000945,0.003386109,3.0940032,0.0014078463,0.99999636,-0.002288007,0.0047882786,-0.0033828935,0.0022927588,0.99999166,0.029728074
0.99998975,-0.0032160403,0.0031910576,4.630231,0.0032202848,0.9999939,-0.001325855,0.0257726,-0.0031867747,0.0013361175,0.99999404,0.039956667
0.999986,-0.0043945597,0.0029441419,6.146641,0.004397343,0.99998987,-0.0009394585,0.03644187,-0.0029399837,0.00095239165,0.9999953,0.049641743
0.9999763,-0.0060142283,0.0033627334,7.6685863,0.006016763,0.99998164,-0.00074406,0.054790944,-0.0033581967,0.00076427497,0.99999416,0.062812954
0.99996555,-0.0075475425,0.0034632424,9.1798935,0.0075517218,0.99997073,-0.0011951405,0.06872493,-0.003454121,0.0012212526,0.9999933,0.07140045
0.99995863,-0.008579339,0.0030257958,10.685426,0.008586537,0.9999603,-0.0023739447,0.08289817,-0.0030053088,0.0023998276,0.99999267,0.09022094
0.99994123,-0.010398254,0.0030763964,12.188379,0.010409396,0.9999392,-0.003627761,0.10965082,-0.003038487,0.0036595713,0.9999888,0.09790437
0.9999284,-0.011572175,0.003052822,13.687965,0.0115831,0.9999265,-0.0035851935,0.12786382,-0.0030111088,0.003620298,0.99998903,0.11458382
0.99991965,-0.012320888,0.002978247,15.183481,0.012329846,0.9999195,-0.0030076883,0.15545131,-0.0029409493,0.003044168,0.9999911,0.122414865
0.9999053,-0.013322612,0.0034695112,16.669832,0.013329465,0.9999093,-0.001959593,0.18947616,-0.0034430888,0.0020056542,0.99999213,0.13728954
0.99989563,-0.013796557,0.0042990022,18.160038,0.0137984,0.99990475,-0.0003994574,0.2171014,-0.0042930804,0.00045873516,0.99999076,0.14650069
0.99989337,-0.013769535,0.004878918,19.636251,0.013768681,0.9999052,0.0002083691,0.24322918,-0.004881324,-0.00014117049,0.9999882,0.1561946
0.99987644,-0.014852813,0.005151525,21.11226,0.014849717,0.9998896,0.0006386349,0.27563,-0.0051604407,-0.0005620572,0.99998665,0.16974914
0.99987906,-0.014676467,0.005140906,22.577143,0.014671269,0.99989194,0.0010468927,0.30294943,-0.0051557138,-0.00097134244,0.99998635,0.17930785
0.9998679,-0.015197433,0.0057618525,24.046581,0.015186586,0.999883,0.0019210984,0.3346203,-0.0057903724,-0.0018333418,0.9999817,0.1892251
0.9998654,-0.015070005,0.0064860773,25.499702,0.015055306,0.9998842,0.002308732,0.36579856,-0.006520117,-0.0022107712,0.99997646,0.19449764
0.99987775,-0.014533395,0.005776577,26.941833,0.014517714,0.99989104,0.0027469187,0.38873962,-0.0058158683,-0.0026627202,0.9999797,0.20596495
0.9998825,-0.014842702,0.0038307887,28.379265,0.014831118,0.9998856,0.0030344278,0.4249841,-0.0038753878,-0.0029772564,0.99998814,0.21533388
0.9998911,-0.014283474,0.0037177627,29.813322,0.014276729,0.99989665,0.0018341197,0.4458136,-0.0037435745,-0.0017808427,0.99999154,0.22794071
0.9998878,-0.013789878,0.0058482797,31.239447,0.013786825,0.99990505,0.0005617931,0.47277912,-0.0058554695,-0.00048110134,0.9999829,0.2362578
0.9998745,-0.0139963245,0.007433451,32.658096,0.014004493,0.99990165,-0.0010482997,0.49642298,-0.0074180453,0.0011522691,0.999972,0.24823344
0.9998883,-0.013234651,0.006951009,34.060234,0.013246862,0.999911,-0.0017140188,0.5165224,-0.0069277044,0.0018059055,0.9999745,0.25848022
0.9998985,-0.01317963,0.005417439,35.44681,0.013188343,0.999912,-0.0015762756,0.5433565,-0.0053961864,0.0016475619,0.9999842,0.27023548
0.99991,-0.012669726,0.0044238553,36.820614,0.012674728,0.9999193,-0.0011050953,0.5735957,-0.0044094957,0.0011610662,0.9999897,0.2761358
0.9999272,-0.011502398,0.0036682943,38.18443,0.011504078,0.99993396,-0.0004380432,0.59595144,-0.0036630125,0.00048021117,0.9999932,0.2973083
0.9999368,-0.010337612,0.004437324,39.520283,0.010337021,0.99994683,0.0001553171,0.6248319,-0.0044386927,-0.00010943896,0.99999017,0.3074297
0.9999415,-0.008780746,0.0063303467,40.84729,0.0087784855,0.99996173,0.00038420514,0.64757746,-0.0063334764,-0.00032861214,0.99998,0.318463
0.99994767,-0.0067788274,0.0076898285,42.145935,0.006778621,0.9999774,5.2405056e-05,0.66109693,-0.007690008,-2.7631177e-07,0.99997056,0.3386612
0.9999548,-0.0049109203,0.008169388,43.436874,0.0049076444,0.99998826,0.00042047206,0.6767624,-0.008171354,-0.00038036087,0.9999667,0.3459032
0.99996936,-0.0013624302,0.0077474955,44.70356,0.0013618204,0.99999946,8.3326246e-05,0.69303966,-0.0077476026,-7.277343e-05,0.99997014,0.3559832
0.9999789,0.0019760337,0.006235756,45.961563,-0.0019731792,0.9999984,-0.00046477866,0.703177,-0.0062366626,0.0004524638,0.9999807,0.36819527
0.9999675,0.006581363,0.0047173817,47.194546,-0.0065790345,0.99997866,-0.0005102638,0.7016758,-0.0047206385,0.00047921058,0.99998903,0.37981156
0.9999409,0.0097179115,0.004956781,48.41341,-0.009715509,0.99995315,-0.00051016925,0.70505023,-0.0049615055,0.0004619806,0.9999879,0.38760397
0.9998734,0.015154165,0.004929634,49.637794,-0.0151538905,0.9998857,-9.487881e-05,0.6966863,-0.004930507,2.0163046e-05,0.9999882,0.40328526
0.9997532,0.02183255,0.004200824,50.839188,-0.02183824,0.99976116,0.0013114479,0.68314284,-0.004171187,-0.0014028627,0.99999064,0.41330916
